Category	Accession	Patient_ID	Gene	Value
Luminal A	GSM4201291	9992576148_R05C01	PAX9	0.522081775
Luminal A	GSM4201291	9992576148_R05C01	PTPN22	0.6889741333333333
Luminal A	GSM4201291	9992576148_R05C01	RAP1GAP2	0.575353225
Luminal A	GSM4201291	9992576148_R05C01	SPAG6	0.350582459
Luminal A	GSM4201292	9992576148_R03C02	ABCA8	0.3318882
Luminal A	GSM4201292	9992576148_R03C02	CUX2	0.4037474
Luminal A	GSM4201292	9992576148_R03C02	CYP1B1-AS1	0.61671045
Luminal A	GSM4201292	9992576148_R03C02	FGD2	0.57327645
Luminal A	GSM4201292	9992576148_R03C02	FGF13	0.4046341976515979
Luminal A	GSM4201292	9992576148_R03C02	HORMAD2	0.6819939111111111
