Patient_ID	Gene	Value	Category
GSM1858446_5723654034_R04C02	MTMR11	0.3413455211824389	General
GSM1858446_5723654034_R04C02	PAX9	0.5218016448873213	General
GSM1858446_5723654034_R04C02	PTPN22	0.547221115232943	General
GSM1858446_5723654034_R04C02	RAP1GAP2	0.3966583069607246	General
GSM1858446_5723654034_R04C02	SPAG6	0.4508387489949829	General
GSM1858447_5723654034_R05C02	ABCA8	0.326998924345644	General
GSM1858447_5723654034_R05C02	CUX2	0.5274871093497253	General
GSM1858447_5723654034_R05C02	CYP1B1-AS1	0.741796713586481	General
GSM1858447_5723654034_R05C02	FGD2	0.5945095056141115	General
GSM1858447_5723654034_R05C02	FGF13	0.4741877185229895	General
GSM1858447_5723654034_R05C02	HORMAD2	0.6462663062021661	General
GSM1858447_5723654034_R05C02	LRRC25	0.6275822809804505	General
GSM1858447_5723654034_R05C02	MARK2P9	0.43476821928411746	General
GSM1858447_5723654034_R05C02	MCHR2	0.42046105820096624	General
GSM1858447_5723654034_R05C02	MTMR11	0.34971265841720073	General
GSM1858447_5723654034_R05C02	PAX9	0.5770536980439217	General
GSM1858447_5723654034_R05C02	PTPN22	0.6731098066798104	General
GSM1858447_5723654034_R05C02	RAP1GAP2	0.6629422815331987	General
GSM1858447_5723654034_R05C02	SPAG6	0.5915894087710155	General
GSM1858448_5723646043_R05C02	ABCA8	0.3651479162168	General
GSM1858448_5723646043_R05C02	CUX2	0.517513479515224	General
GSM1858448_5723646043_R05C02	CYP1B1-AS1	0.8316872017649766	General
GSM1858448_5723646043_R05C02	FGD2	0.6893967596602539	General
GSM1858448_5723646043_R05C02	FGF13	0.34470286917270215	General
GSM1858448_5723646043_R05C02	HORMAD2	0.72413272707681	General
GSM1858448_5723646043_R05C02	LRRC25	0.6852127527273925	General
GSM1858448_5723646043_R05C02	MARK2P9	0.5873369786413261	General
GSM1858448_5723646043_R05C02	MCHR2	0.6317353333782287	General
GSM1858448_5723646043_R05C02	MTMR11	0.3338076489553233	General
GSM1858448_5723646043_R05C02	PAX9	0.7513051436318705	General
GSM1858448_5723646043_R05C02	PTPN22	0.5085890513731194	General
GSM1858448_5723646043_R05C02	RAP1GAP2	0.7358710762617221	General
GSM1858448_5723646043_R05C02	SPAG6	0.5943177213237624	General
GSM1858449_5723646043_R04C02	ABCA8	0.527500639549757	General
GSM1858449_5723646043_R04C02	CUX2	0.5195240435027435	General
GSM1858449_5723646043_R04C02	CYP1B1-AS1	0.7411053628346009	General
GSM1858449_5723646043_R04C02	FGD2	0.6298810602165675	General
GSM1858449_5723646043_R04C02	FGF13	0.5247588156068341	General
GSM1858449_5723646043_R04C02	HORMAD2	0.5972520871081204	General
GSM1858449_5723646043_R04C02	LRRC25	0.592370439170826	General
GSM1858449_5723646043_R04C02	MARK2P9	0.1593773218612065	General
GSM1858449_5723646043_R04C02	MCHR2	0.6099557490697567	General
GSM1858449_5723646043_R04C02	MTMR11	0.3845536782369741	General
GSM1858449_5723646043_R04C02	PAX9	0.4396088419874888	General
GSM1858449_5723646043_R04C02	PTPN22	0.5845267293952574	General
GSM1858449_5723646043_R04C02	RAP1GAP2	0.6229941471866871	General
GSM1858449_5723646043_R04C02	SPAG6	0.49978753803547593	General
GSM1858450_5723654036_R05C01	ABCA8	0.264721007971201	General
GSM1858450_5723654036_R05C01	CUX2	0.5052558551749178	General
GSM1858450_5723654036_R05C01	CYP1B1-AS1	0.690765499166071	General
GSM1858450_5723654036_R05C01	FGD2	0.646928843674961	General
GSM1858450_5723654036_R05C01	FGF13	0.4396189555230237	General
GSM1858450_5723654036_R05C01	HORMAD2	0.6726205782597056	General
GSM1858450_5723654036_R05C01	LRRC25	0.6730717673318736	General
GSM1858450_5723654036_R05C01	MARK2P9	0.531076584892098	General
GSM1858450_5723654036_R05C01	MCHR2	0.579062543305027	General
GSM1858450_5723654036_R05C01	MTMR11	0.35495211127466914	General
GSM1858450_5723654036_R05C01	PAX9	0.6785100661088662	General
GSM1858450_5723654036_R05C01	PTPN22	0.620734500274541	General
GSM1858450_5723654036_R05C01	RAP1GAP2	0.6660645984025494	General
GSM1858450_5723654036_R05C01	SPAG6	0.5580927206008541	General
GSM1858451_5723654035_R06C02	ABCA8	0.682192098250492	General
GSM1858451_5723654035_R06C02	CUX2	0.26576911603674924	General
GSM1858451_5723654035_R06C02	CYP1B1-AS1	0.5721357922282739	General
GSM1858451_5723654035_R06C02	FGD2	0.46251477390236395	General
GSM1858451_5723654035_R06C02	FGF13	0.4383199234135763	General
GSM1858451_5723654035_R06C02	HORMAD2	0.5827684987429476	General
GSM1858451_5723654035_R06C02	LRRC25	0.256928661524194	General
GSM1858451_5723654035_R06C02	MARK2P9	0.341211025185463	General
GSM1858451_5723654035_R06C02	MCHR2	0.46927466852431826	General
GSM1858451_5723654035_R06C02	MTMR11	0.4771233118358261	General
GSM1858451_5723654035_R06C02	PAX9	0.5005135723589568	General
GSM1858451_5723654035_R06C02	PTPN22	0.28196273603934835	General
GSM1858451_5723654035_R06C02	RAP1GAP2	0.44926772708020846	General
GSM1858451_5723654035_R06C02	SPAG6	0.5036953165911128	General
GSM1858452_5723654035_R02C01	ABCA8	0.489943156974202	General
GSM1858452_5723654035_R02C01	CUX2	0.42473341665930076	General
GSM1858452_5723654035_R02C01	CYP1B1-AS1	0.6040904232245015	General
GSM1858452_5723654035_R02C01	FGD2	0.4192797948696625	General
GSM1858452_5723654035_R02C01	FGF13	0.43362879298494666	General
GSM1858452_5723654035_R02C01	HORMAD2	0.6154712534581654	General
GSM1858452_5723654035_R02C01	LRRC25	0.4740606257209295	General
GSM1858452_5723654035_R02C01	MARK2P9	0.471283107486259	General
GSM1858452_5723654035_R02C01	MCHR2	0.509558735759004	General
GSM1858452_5723654035_R02C01	MTMR11	0.46342290929763	General
GSM1858452_5723654035_R02C01	PAX9	0.5311551112492775	General
GSM1858452_5723654035_R02C01	PTPN22	0.4040099088866773	General
GSM1858452_5723654035_R02C01	RAP1GAP2	0.46541515235889025	General
GSM1858452_5723654035_R02C01	SPAG6	0.5108058700005907	General
GSM1858453_5723654048_R04C01	ABCA8	0.535353535353535	General
GSM1858453_5723654048_R04C01	CUX2	0.49225540496781073	General
GSM1858453_5723654048_R04C01	CYP1B1-AS1	0.7260005101220045	General
GSM1858453_5723654048_R04C01	FGD2	0.6157715411647555	General
GSM1858453_5723654048_R04C01	FGF13	0.5391721039965356	General
GSM1858453_5723654048_R04C01	HORMAD2	0.6149767544966427	General
GSM1858453_5723654048_R04C01	LRRC25	0.4585739962993035	General
GSM1858453_5723654048_R04C01	MARK2P9	0.2514138941052235	General
GSM1858453_5723654048_R04C01	MCHR2	0.463178721107726	General
GSM1858453_5723654048_R04C01	MTMR11	0.41290511823164916	General
GSM1858453_5723654048_R04C01	PAX9	0.5189359040242865	General
GSM1858453_5723654048_R04C01	PTPN22	0.6623983796242857	General
GSM1858453_5723654048_R04C01	RAP1GAP2	0.5985744047821813	General
GSM1858453_5723654048_R04C01	SPAG6	0.3541649585614431	General
GSM1858454_5723654035_R04C02	ABCA8	0.577858081471748	General
GSM1858454_5723654035_R04C02	CUX2	0.367140071380231	General
GSM1858454_5723654035_R04C02	CYP1B1-AS1	0.585710589441791	General
GSM1858454_5723654035_R04C02	FGD2	0.4690853791897235	General
GSM1858454_5723654035_R04C02	FGF13	0.46852881205756464	General
GSM1858454_5723654035_R04C02	HORMAD2	0.569959828244627	General
GSM1858454_5723654035_R04C02	LRRC25	0.390035748173487	General
GSM1858454_5723654035_R04C02	MARK2P9	0.48787443374704	General
GSM1858454_5723654035_R04C02	MCHR2	0.4273095474003365	General
GSM1858454_5723654035_R04C02	MTMR11	0.5030468778743485	General
GSM1858454_5723654035_R04C02	PAX9	0.5112186721647785	General
GSM1858454_5723654035_R04C02	PTPN22	0.26559912512108036	General
GSM1858454_5723654035_R04C02	RAP1GAP2	0.4467540657377489	General
GSM1858454_5723654035_R04C02	SPAG6	0.4540145941277591	General
GSM1858455_5723654036_R02C01	ABCA8	0.570704812993593	General
GSM1858455_5723654036_R02C01	CUX2	0.325553066081281	General
GSM1858455_5723654036_R02C01	CYP1B1-AS1	0.5593636277976305	General
GSM1858455_5723654036_R02C01	FGD2	0.493285670294509	General
GSM1858455_5723654036_R02C01	FGF13	0.4246949415348025	General
GSM1858455_5723654036_R02C01	HORMAD2	0.5369837938254445	General
GSM1858455_5723654036_R02C01	LRRC25	0.2091052714165235	General
GSM1858455_5723654036_R02C01	MARK2P9	0.39784981837858346	General
GSM1858455_5723654036_R02C01	MCHR2	0.1936335033467865	General
GSM1858455_5723654036_R02C01	MTMR11	0.3000709229530683	General
GSM1858455_5723654036_R02C01	PAX9	0.4933184142827815	General
GSM1858455_5723654036_R02C01	PTPN22	0.244711309510545	General
GSM1858455_5723654036_R02C01	RAP1GAP2	0.48752630528937335	General
GSM1858455_5723654036_R02C01	SPAG6	0.177964606664144	General
GSM1858456_5723646043_R06C01	ABCA8	0.407126291376766	General
GSM1858456_5723646043_R06C01	CUX2	0.5312039946061075	General
GSM1858456_5723646043_R06C01	CYP1B1-AS1	0.7847889693013205	General
GSM1858456_5723646043_R06C01	FGD2	0.4423959549877735	General
GSM1858456_5723646043_R06C01	FGF13	0.37266313964712117	General
GSM1858456_5723646043_R06C01	HORMAD2	0.6680803176497718	General
GSM1858456_5723646043_R06C01	LRRC25	0.4471902993082735	General
GSM1858456_5723646043_R06C01	MARK2P9	0.524094799934484	General
GSM1858456_5723646043_R06C01	MCHR2	0.43066849913209704	General
GSM1858456_5723646043_R06C01	MTMR11	0.39378743364906343	General
GSM1858456_5723646043_R06C01	PAX9	0.4238906530090213	General
GSM1858456_5723646043_R06C01	PTPN22	0.691578719181006	General
GSM1858456_5723646043_R06C01	RAP1GAP2	0.6563037396794891	General
GSM1858456_5723646043_R06C01	SPAG6	0.3041307141964567	General
GSM1858457_5723654047_R02C01	ABCA8	0.491647127784291	General
GSM1858457_5723654047_R02C01	CUX2	0.501875556567109	General
GSM1858457_5723654047_R02C01	CYP1B1-AS1	0.617507418858396	General
GSM1858457_5723654047_R02C01	FGD2	0.57692803235073	General
GSM1858457_5723654047_R02C01	FGF13	0.40982662820464144	General
GSM1858457_5723654047_R02C01	HORMAD2	0.5762077285304582	General
GSM1858457_5723654047_R02C01	LRRC25	0.43877719616341704	General
GSM1858457_5723654047_R02C01	MARK2P9	0.467521722687908	General
GSM1858457_5723654047_R02C01	MCHR2	0.4644344055151097	General
GSM1858457_5723654047_R02C01	MTMR11	0.37127630835954356	General
GSM1858457_5723654047_R02C01	PAX9	0.421751386344583	General
GSM1858457_5723654047_R02C01	PTPN22	0.34700404712488964	General
GSM1858457_5723654047_R02C01	RAP1GAP2	0.506664709228089	General
GSM1858457_5723654047_R02C01	SPAG6	0.4795789006786803	General
GSM1858458_5723654047_R03C02	ABCA8	0.463826366559486	General
